PunkteGesamt;PunkteJury;PunkteTelevoting;Jahr;Show;Datum;Semi;Startnummer;Land;Interpret;Songtitel;WoerterSongtitel;Blasinstrument;Schlaginstrument;Streichinstrument;Tasteninstrument;Zupfinstrument;ZahlGesamt;ZahlHaupt;ZahlmHaupt;ZahlwHaupt;ZahlmGesamt;ZahlwGesamt;Geschlecht1;Geschlecht2;Geburtsdatum1;Geburtsdatum2;Geburtsdatum3;Geburtsdatum4;Geburtsdatum5;Geburtsdatum6;Alter;Mitverfasser;Vorentscheid;VETeilnehmer;Veroeffentlichung;Dauer;Kuerzel;Englisch;Landessprache;Liebe;Krieg;Gleichberechtigung;Woerterzahl;WoerterHaupt;WoerterNeben;Titelzahl;TitelHaupt;TitelNeben;RaengeQuoten;normiert;WettquoteFinale;WettquoteSemi;Finalquoten;letztesJahrFinale;AbstimmendeLaender;Grenznachbarn;Sprachnachbarn;Flaeche;Einwohner;BIP;Frauenquote;Touristen;TouriproEinw;Festnetzanschluesse;Mobilfunkvertraege
92;66;26;2015;4;19.05.2015;1;11;Belarus;Uzari & Maimuna;TIME;1;0;0;1;0;0;2;2;1;1;1;1;Gruppe;gemischt;11.05.1991;28.05.1980;NA;NA;NA;NA;29,49760438;1;1;14;26.12.2014;144;20151Blr;1;0;0;0;0;189;189;0;11;11;0;10;1,7755;NA;1,53;101;1;19;1;3;207600;9489616;5949,106307;27,27272727;4386000;0,462189408;48,10332157;121,2815762
81;58;23;2015;4;19.05.2015;1;13;Dänemark;Anti Social Media;THE WAY YOU ARE;4;0;1;0;0;1;6;4;4;0;4;2;Gruppe;männlich;10.06.1995;17.09.1995;26.10.1990;22.11.1989;NA;NA;22,41409993;0;1;9;07.02.2015;101;20151Dnk;1;0;1;0;0;335;335;0;8;7;1;11;1,7755;NA;1,72;101;1;19;0;0;42920;5683483;53254,85637;37,4301676;28209000;4,963329705;26,71459799;124,4441651
209;66;143;2015;4;19.05.2015;1;7;Estland;Elina Born & Stig Rästa;GOODBYE TO YESTERDAY;3;0;0;0;0;1;2;2;1;1;1;1;Gruppe;gemischt;29.06.1994;24.02.1980;NA;NA;NA;NA;28,05886379;1;1;19;21.02.2015;87;20151Est;1;0;1;0;0;256;256;0;5;5;0;2;35,8653;NA;1,03;5;0;19;1;0;45340;1315407;17522,23019;23,76237624;5696000;4,330218708;29,46853439;144,7205063
58;1;57;2015;4;19.05.2015;1;5;Finnland;Pertti Kurkan Nimipäivät;AINA MUN PITÄÄ;3;0;1;0;0;1;4;4;4;0;4;0;Gruppe;männlich;26.12.1956;25.05.1976;02.07.1982;02.07.1973;NA;NA;43,03285421;1;1;17;28.02.2015;80;20151Fin;0;1;0;0;1;75;75;0;12;12;0;9;16,3024;NA;1,5;11;1;19;1;0;338446;5479531;42784,69836;41,5;2622000;0,478508106;9,800913025;134,9395252
192;95;97;2015;4;19.05.2015;1;16;Georgien;Nina Sublatti;WARRIOR;1;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;31.01.1995;NA;NA;NA;NA;NA;20,29568789;1;1;4;14.01.2015;125;20151Geo;1;0;0;1;1;210;210;0;10;10;0;4;1,7755;NA;1,14;101;0;19;2;3;69700;3725276;4014,185944;11,33333333;5256000;1,410902172;23,61142622;137,9343335
160;99;61;2015;4;19.05.2015;1;6;Griechenland;Maria Elena Kyriakou;ONE LAST BREATH;3;0;0;0;1;0;2;1;0;1;1;1;weiblich;weiblich;11.01.1984;NA;NA;NA;NA;NA;31,35112936;1;1;4;04.03.2015;76;20151Grc;1;0;0;0;0;183;183;0;7;7;0;3;5,2743;NA;1,12;34;1;19;2;0;131960;10820883;18050,09761;19,66666667;26114000;2,413296586;49,34975023;117,8887779
120;70;50;2015;4;19.05.2015;1;10;Ungarn;Boggie;WARS FOR NOTHING;3;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;30.11.1986;NA;NA;NA;NA;NA;28,46543463;1;1;29;28.02.2015;80;20151Hun;1;0;0;1;0;153;153;0;2;2;0;12;3,5162;NA;1,8;51;1;19;3;2;93030;9843028;12706,89121;10,1010101;48345000;4,911598341;31,64504364;101,2544484
89;46;43;2015;4;19.05.2015;1;1;Moldawien;Eduard Romanyuta;I WANT YOUR LOVE;4;0;0;0;0;0;6;1;1;0;3;3;männlich;männlich;23.10.1992;NA;NA;NA;NA;NA;22,56810404;0;1;23;28.02.2015;80;20151Mda;1;0;1;0;0;352;352;0;14;14;0;15;1,7755;NA;2,88;101;0;19;1;5;33850;2834530;2732,457113;21,78217822;94400,00153;0,033303582;29,53953865;91,21617904
64;42;22;2015;4;19.05.2015;1;8;Nordmazedonien;Daniel Kajmakoski;AUTUMN LEAVES;2;0;0;0;0;0;4;1;1;0;4;0;männlich;männlich;17.10.1983;NA;NA;NA;NA;NA;31,58658453;0;1;19;12.11.2014;188;20151Mkd;1;0;1;0;0;241;240;1;6;6;0;13;1,7755;NA;2;101;0;19;3;1;25710;2079335;4843,492387;33,33333333;486000;0,233728572;17,84244718;100,2046334
91;70;21;2015;4;19.05.2015;1;4;Niederlande;Trijntje Oosterhuis;WALK ALONG;2;0;0;0;0;0;5;1;0;1;0;5;weiblich;weiblich;05.02.1973;NA;NA;NA;NA;NA;42,28062971;0;0;0;11.12.2014;159;20151Nld;1;0;1;0;0;218;204;14;18;16;2;16;2,6765;NA;3;67;1;19;1;1;41540;16939923;45175,23189;37,33333333;15007000;0,885895408;41,03981114;122,8506375
163;67;96;2015;4;19.05.2015;1;15;Rumänien;Voltaj;DE LA CAPAT;3;0;1;0;1;1;5;5;5;0;5;0;Gruppe;männlich;24.05.1975;06.11.1985;07.01.1964;30.08.1977;NA;NA;39,64887064;1;1;11;08.03.2015;72;20151Rou;1;1;1;0;0;247;247;0;3;3;0;5;3,5162;NA;1,16;51;1;19;3;2;238400;19815616;8969,148921;13,71571072;9331000;0,470891241;21,43017564;116,0341126
323;167;156;2015;4;19.05.2015;1;12;Russland;Polina Gagarina;A MILLION VOICES;3;0;1;0;0;1;6;1;0;1;3;3;weiblich;weiblich;27.03.1987;NA;NA;NA;NA;NA;28,14510609;0;0;0;15.03.2015;65;20151Rus;1;0;0;1;0;230;229;1;9;8;1;1;6,1837;NA;1;29;1;19;4;3;17098250;144096870;9313,013625;13,55555556;33729000;0,234071705;24,52206368;156,7665611
136;47;89;2015;4;19.05.2015;1;9;Serbien;Bojana Stamenov;BEAUTY NEVER LIES;3;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;24.06.1986;NA;NA;NA;NA;NA;28,90075291;0;1;2;09.03.2015;71;20151Srb;1;0;0;0;1;166;166;0;6;6;0;14;2,9398;NA;2,25;61;0;19;3;4;88360;7095383;5588,980728;34;1132000;0,159540366;31,21022416;103,1417597
101;67;34;2015;5;21.05.2015;1;11;Aserbaidschan;Elnur Huseynov;HOUR OF THE WOLF;4;0;0;0;0;0;3;1;1;0;2;1;männlich;männlich;03.03.1987;NA;NA;NA;NA;NA;28,21629021;0;0;0;15.03.2015;67;20152Aze;1;0;0;0;0;230;210;20;0;0;0;3,5;5,7169;NA;1,08;26;1;20;0;0;86600;9649341;5500,310382;16,93548387;2006000;0,207889844;18,66439358;111,1650782
20;15;5;2015;5;21.05.2015;1;14;Schweiz;Mélanie René;TIME TO SHINE;3;0;1;0;0;0;5;1;0;1;0;5;weiblich;weiblich;01.09.1990;NA;NA;NA;NA;NA;24,71731691;1;1;5;31.01.2015;110;20152Che;1;0;0;0;0;375;364;11;10;8;2;14;2,9145;NA;2,62;51;1;20;2;5;41290,39;8282396;84776,14217;32;9305000;1,123467171;49,8989065;135,5130156
168;76;92;2015;5;21.05.2015;1;15;Zypern;John Karayiannis;ONE THING I SHOULD HAVE DONE;6;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;25.07.1994;NA;NA;NA;NA;NA;20,82135524;0;1;19;01.02.2015;109;20152Cyp;1;0;1;0;0;245;245;0;4;4;0;7;2,9145;NA;1,33;51;0;20;0;0;9251;1160987;23408,33668;12,5;2780000;2,394514323;38,15949546;130,9823176
91;34;57;2015;5;21.05.2015;1;8;Tschechien;Marta Jandová & Václav Noid Bárta;HOPE NEVER DIES;3;0;0;0;0;0;2;2;1;1;1;1;Gruppe;gemischt;13.04.1974;27.10.1980;NA;NA;NA;NA;37,8329911;1;0;0;10.03.2015;72;20152Cze;1;0;0;0;0;190;190;0;1;1;0;13;1,4717;NA;2,37;101;0;20;2;0;78870;10546059;17829,69832;20;29604000;2,807114961;17,98436565;117,4805076
89;84;5;2015;5;21.05.2015;1;2;Irland;Molly Sterling;PLAYING WITH NUMBERS;3;0;1;1;1;1;6;1;0;1;2;4;weiblich;weiblich;08.03.1998;NA;NA;NA;NA;NA;17,2019165;1;1;4;27.02.2015;83;20152Irl;1;1;1;0;0;247;247;0;3;3;0;15;2,2185;NA;2,75;67;0;20;1;3;70280;4701957;62000,11881;16,26506024;9528000;2,026390288;41,52799884;105,3646002
31;15;16;2015;5;21.05.2015;1;12;Island;Maria Olafs;UNBROKEN;1;0;0;0;0;0;6;1;0;1;2;4;weiblich;weiblich;02.02.1993;NA;NA;NA;NA;NA;22,29431896;1;1;11;14.02.2015;96;20152Isl;1;0;0;0;0;210;184;26;6;5;1;8,5;2,2185;NA;1,44;67;1;20;0;0;103000;330815;52951,68151;41,26984127;1389000;4,19872134;50,91674918;116,2534861
276;114;162;2015;5;21.05.2015;1;9;Israel;Nadav Guedj;GOLDEN BOY;2;0;0;0;0;0;6;1;1;0;6;0;männlich;männlich;02.11.1998;NA;NA;NA;NA;NA;16,54757016;0;0;0;12.03.2015;70;20152Isr;1;0;1;0;0;311;311;0;6;5;1;5,5;1,4717;NA;1,25;101;0;20;0;0;22070;8380100;35813,71341;26,66666667;3109000;0,370997959;42,76498435;132,4812089
157;52;105;2015;5;21.05.2015;1;1;Litauen;Monika Linkyte & Vaidas Baumila;THIS TIME;2;0;0;0;0;0;6;2;1;1;3;3;Gruppe;gemischt;28.03.1987;03.06.1992;NA;NA;NA;NA;25,55509925;0;1;36;21.02.2015;89;20152Ltu;1;0;1;0;0;209;204;5;3;3;0;8,5;2,2185;NA;1,44;67;0;20;2;0;65286;2904910;14258,22933;23,40425532;5048000;1,737747469;19,16582534;142,7088762
274;155;119;2015;5;21.05.2015;1;10;Lettland;Aminata;LOVE INJECTED;2;0;0;0;0;0;4;1;0;1;0;4;weiblich;weiblich;09.01.1993;NA;NA;NA;NA;NA;22,36002738;1;1;19;22.02.2015;88;20152Lva;1;0;1;0;0;150;150;0;2;2;0;5,5;2,9145;NA;1,25;51;0;20;1;0;64570;1977527;13774,60527;18;6842000;3,459876907;17,8207255;129,6507839
100;84;16;2015;5;21.05.2015;1;5;Malta;Amber;WARRIOR;1;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;26.05.1991;NA;NA;NA;NA;NA;23,98631075;0;1;19;22.11.2014;180;20152Mlt;1;1;0;0;0;188;188;0;7;7;0;11,5;2,9145;NA;2;51;1;20;0;3;320;445053;24921,60368;12,85714286;2383000;5,354418463;53,10142334;120,8972712
98;47;51;2015;5;21.05.2015;1;4;Montenegro;Knez;ADIO;1;0;0;1;0;0;6;1;1;0;1;5;männlich;männlich;05.12.1967;NA;NA;NA;NA;NA;47,45790554;0;0;0;17.03.2015;65;20152Mne;0;1;1;0;0;137;137;0;2;2;0;11,5;1,4717;NA;2;101;1;20;0;0;13810;622159;6517,163752;17,28395062;1560000;2,507397627;24,63458361;160,7592877
255;144;111;2015;5;21.05.2015;1;6;Norwegen;Mørland & Debrah Scarlett;A MONSTER LIKE ME;4;0;0;0;0;0;2;2;1;1;1;1;Gruppe;gemischt;03.10.1980;20.07.1993;NA;NA;NA;NA;28,23134839;1;1;10;14.03.2015;68;20152Nor;1;0;1;0;0;182;182;0;4;4;0;2;9,9093;NA;1,07;15;1;20;1;0;625184,78;5188607;74355,51586;39,64497041;5361000;1,033225295;18,16422672;109,905197
142;10;132;2015;5;21.05.2015;1;17;Polen;Monika Kuszynska;IN THE NAME OF LOVE;5;0;0;0;1;0;5;1;0;1;2;3;weiblich;weiblich;14.01.1980;NA;NA;NA;NA;NA;35,34839151;1;0;0;09.03.2015;73;20152Pol;1;0;0;1;0;176;164;12;7;7;0;10;1,4717;NA;1,5;101;1;20;3;3;312680;37986412;12578,49547;27,39130435;77743000;2,046600242;23,80404163;143,3904315
43;23;20;2015;5;21.05.2015;1;7;Portugal;Leonor Andrade;HÁ UM MAR QUE NOS SEPARA;6;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;13.09.1994;NA;NA;NA;NA;NA;20,6844627;0;1;11;07.03.2015;75;20152Prt;0;1;1;0;0;133;133;0;0;0;0;16;1,4717;NA;5,5;101;0;20;0;0;92225,6;10358076;19242,36647;34,7826087;11723000;1,131773893;45,16626607;112,9851121
17;6;11;2015;5;21.05.2015;1;3;San Marino;Anita Simoncini & Michele Perniola;CHAIN OF LIGHTS;3;0;0;0;0;0;6;2;1;1;4;2;Gruppe;gemischt;06.09.1998;14.04.1999;NA;NA;NA;NA;16,40246407;0;0;0;16.03.2015;66;20152Smr;1;0;0;1;0;390;390;0;7;5;2;17;1,4717;NA;6;101;1;20;1;3;60;33270;42662,90265;16,66666667;1888000;56,74782086;49,7415244;110,0745371
164;84;80;2015;5;21.05.2015;1;16;Slowenien;Maraaya;HERE FOR YOU;3;0;0;0;1;0;3;1;0;1;1;2;weiblich;weiblich;19.07.1984;NA;NA;NA;NA;NA;30,83641342;1;1;7;28.02.2015;82;20152Svn;1;0;1;0;0;297;297;0;4;4;0;3,5;13,5127;NA;1,08;11;1;20;1;3;20675;2063531;20881,76693;36,66666667;3022000;1,464480059;36,35971242;113,6504025
410;208;202;2015;5;21.05.2015;1;13;Schweden;Måns Zelmerlöw;HEROES;1;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;13.06.1986;NA;NA;NA;NA;NA;28,93634497;0;1;27;14.03.2015;68;20152Swe;1;0;0;0;0;315;314;1;18;16;2;1;43,7175;NA;1,01;3,4;1;20;1;0;447430;9799186;51545,48361;43,5530086;6482000;0,661483515;36,40228573;129,4305347
97;4;93;2015;6;23.05.2015;0;26;Albanien;Elhaida Dani;I'M ALIVE;2;0;0;0;0;0;4;1;0;1;0;4;weiblich;weiblich;17.02.1993;NA;NA;NA;NA;NA;22,2587269;0;0;0;15.03.2015;69;20153Alb;1;0;1;0;0;329;326;3;9;9;0;19,5;1,0248;101;NA;67;0;39;3;2;28750;2880703;3952,801215;20,71428571;4131000;1,434024958;7,843521202;117,6592183
92;15;77;2015;6;23.05.2015;0;6;Armenien;Genealogy;FACE THE SHADOW;3;0;0;0;0;0;6;6;2;4;2;4;Gruppe;gemischt;17.02.1980;28.10.1986;05.08.1987;05.11.1980;02.04.1982;18.03.1982;32,08122291;0;0;0;12.03.2015;72;20153Arm;1;0;0;1;0;163;163;0;0;0;0;19,5;2,6407;101;NA;26;1;39;2;0;29740;2925559;3607,289299;10,6870229;1192000;0,407443501;18,84655653;118,4217138
368;238;130;2015;6;23.05.2015;0;12;Australien;Guy Sebastian;TONIGHT AGAIN;2;0;0;0;0;0;5;1;1;0;4;1;männlich;männlich;26.10.1981;NA;NA;NA;NA;NA;33,57152635;1;0;0;16.03.2015;68;20153Aus;1;1;0;0;0;299;290;9;10;10;0;5;5,2814;11;NA;13;0;39;0;3;7741220;23815995;56755,72171;26,66666667;7449000;0,312772991;35,51655402;107,6778349
40;40;0;2015;6;23.05.2015;0;14;Österreich;The Makemakes;I AM YOURS;3;0;1;0;1;1;3;3;3;0;3;0;Gruppe;männlich;12.02.1991;25.04.1988;27.01.1989;NA;NA;NA;25,88820443;1;1;11;13.03.2015;71;20153Aut;1;0;1;0;0;181;181;0;7;7;0;19,5;1,3462;101;NA;51;1;39;6;8;83879;8642699;44178,04738;30,6010929;26728000;3,092552454;41,59513105;155,2154711
88;40;48;2015;6;23.05.2015;0;24;Aserbaidschan;Elnur Huseynov;HOUR OF THE WOLF;4;0;0;0;0;0;3;1;1;0;2;1;männlich;männlich;03.03.1987;NA;NA;NA;NA;NA;28,22176591;0;0;0;15.03.2015;69;20153Aze;1;0;0;0;0;231;211;20;0;0;0;11;2,6407;67;NA;26;1;39;3;1;86600;9649341;5500,310382;16,93548387;2006000;0,207889844;18,66439358;111,1650782
386;189;197;2015;6;23.05.2015;0;13;Belgien;Loïc Nottet;RHYTHM INSIDE;2;0;0;0;0;0;6;1;1;0;3;3;männlich;männlich;10.04.1996;NA;NA;NA;NA;NA;19,1156742;1;0;0;10.03.2015;74;20153Bel;1;0;1;0;0;247;247;0;3;3;0;4;2,0194;8;NA;34;0;39;3;7;30530;11274196;40991,80814;39,33333333;8355000;0,7410728;39,76554624;113,1658212
71;63;8;2015;6;23.05.2015;0;11;Zypern;John Karayiannis;ONE THING I SHOULD HAVE DONE;6;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;25.07.1994;NA;NA;NA;NA;NA;20,82683094;0;1;19;01.02.2015;111;20153Cyp;1;0;1;0;0;245;245;0;4;4;0;25;1,3462;126;NA;51;0;39;0;1;9251;1160987;23408,33668;12,5;2780000;2,394514323;38,15949546;130,9823176
29;24;5;2015;6;23.05.2015;0;17;Deutschland;Ann Sophie;BLACK SMOKE;2;0;0;0;0;0;5;1;0;1;0;5;weiblich;weiblich;01.09.1990;NA;NA;NA;NA;NA;24,72279261;0;1;9;05.03.2015;79;20153Deu;1;0;0;0;0;392;359;33;5;5;0;27;1,3462;151;NA;51;1;39;8;6;357409;81686611;41086,72967;36,45007924;34970000;0,428099533;55,44863133;117,8176431
32;6;26;2015;6;23.05.2015;0;21;Spanien;Edurne;AMANECER;1;0;0;0;0;0;2;1;0;1;1;1;weiblich;weiblich;22.12.1985;NA;NA;NA;NA;NA;29,41546886;0;0;0;01.03.2015;83;20153Esp;0;1;1;0;0;135;135;0;2;2;0;13,5;2,0194;81;NA;34;1;39;2;0;505924;46444832;25732,01836;41,14285714;109834000;2,364827157;41,51041249;109,4186042
201;53;148;2015;6;23.05.2015;0;4;Estland;Elina Born & Stig Rästa;GOODBYE TO YESTERDAY;3;0;0;0;0;1;2;2;1;1;1;1;Gruppe;gemischt;29.06.1994;24.02.1980;NA;NA;NA;NA;28,0698152;1;1;19;21.02.2015;91;20153Est;1;0;1;0;0;256;256;0;5;5;0;6;13,7317;17;NA;5;0;39;2;0;45340;1315407;17522,23019;23,76237624;5696000;4,330218708;29,46853439;144,7205063
27;24;3;2015;6;23.05.2015;0;2;Frankreich;Lisa Angell;N'OUBLIEZ PAS;2;0;1;0;0;0;5;1;0;1;4;1;weiblich;weiblich;21.09.1968;NA;NA;NA;NA;NA;46,66666667;0;0;0;28.02.2015;84;20153Fra;0;1;0;1;0;196;196;0;3;3;0;19,5;1,3462;101;NA;51;1;39;5;3;549087;66548272;36638,18493;26,16984402;203302000;3,054955356;60,39886305;103,4564614
16;12;4;2015;6;23.05.2015;0;5;Großbritannien;Electro Velvet;STILL IN LOVE WITH YOU;5;0;0;0;0;0;6;2;1;1;3;3;Gruppe;gemischt;25.05.1979;05.03.1989;NA;NA;NA;NA;31,10472279;0;0;0;07.03.2015;77;20153Gbr;1;1;1;0;0;345;345;0;8;8;0;13,5;2,6407;81;NA;26;1;39;1;3;243610;65116219;45039,23595;29,38461538;36792000;0,565020521;50,42730698;120,3319425
113;62;51;2015;6;23.05.2015;0;23;Georgien;Nina Sublatti;WARRIOR;1;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;31.01.1995;NA;NA;NA;NA;NA;20,30663929;1;1;4;14.01.2015;129;20153Geo;1;0;0;1;1;210;210;0;10;10;0;13,5;0,6798;81;NA;101;0;39;3;3;69700;3725276;4014,185944;11,33333333;5256000;1,410902172;23,61142622;137,9343335
53;29;24;2015;6;23.05.2015;0;15;Griechenland;Maria Elena Kyriakou;ONE LAST BREATH;3;0;0;0;1;0;2;1;0;1;1;1;weiblich;weiblich;11.01.1984;NA;NA;NA;NA;NA;31,36208077;1;1;4;04.03.2015;80;20153Grc;1;0;0;0;0;183;183;0;7;7;0;19,5;2,0194;101;NA;34;1;39;2;1;131960;10820883;18050,09761;19,66666667;26114000;2,413296586;49,34975023;117,8887779
46;29;17;2015;6;23.05.2015;0;22;Ungarn;Boggie;WARS FOR NOTHING;3;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;30.11.1986;NA;NA;NA;NA;NA;28,47638604;1;1;29;28.02.2015;84;20153Hun;1;0;0;1;0;153;153;0;2;2;0;19,5;1,3462;101;NA;51;1;39;4;2;93030;9843028;12706,89121;10,1010101;48345000;4,911598341;31,64504364;101,2544484
194;87;107;2015;6;23.05.2015;0;3;Israel;Nadav Guedj;GOLDEN BOY;2;0;0;0;0;0;6;1;1;0;6;0;männlich;männlich;02.11.1998;NA;NA;NA;NA;NA;16,55304586;0;0;0;12.03.2015;72;20153Isr;1;0;1;0;0;314;314;0;6;5;1;8;0,6798;29;NA;101;0;39;0;0;22070;8380100;35813,71341;26,66666667;3109000;0,370997959;42,76498435;132,4812089
551;183;368;2015;6;23.05.2015;0;27;Italien;Il Volo;GRANDE AMORE;2;0;0;0;0;0;3;3;3;0;3;0;Gruppe;männlich;24.06.1993;04.10.1994;11.02.1995;NA;NA;NA;20,93999544;0;1;19;14.02.2015;98;20153Ita;0;1;1;0;0;177;177;0;6;6;0;3;18,3089;6;NA;3,75;1;39;5;8;301340;60730582;30230,2263;30,95238095;81068000;1,334879353;33,36055862;144,756385
75;31;44;2015;6;23.05.2015;0;7;Litauen;Monika Linkyte & Vaidas Baumila;THIS TIME;2;0;0;0;0;0;6;2;1;1;3;3;Gruppe;gemischt;28.03.1987;03.06.1992;NA;NA;NA;NA;25,56057495;0;1;36;21.02.2015;91;20153Ltu;1;0;1;0;0;209;204;5;3;3;0;19,5;1,0248;101;NA;67;0;39;4;0;65286;2904910;14258,22933;23,40425532;5048000;1,737747469;19,16582534;142,7088762
354;265;89;2015;6;23.05.2015;0;19;Lettland;Aminata;LOVE INJECTED;2;0;0;0;0;0;4;1;0;1;0;4;weiblich;weiblich;09.01.1993;NA;NA;NA;NA;NA;22,36550308;1;1;19;22.02.2015;90;20153Lva;1;0;1;0;0;150;150;0;2;2;0;10;1,3462;51;NA;51;0;39;4;0;64570;1977527;13774,60527;18;6842000;3,459876907;17,8207255;129,6507839
82;48;34;2015;6;23.05.2015;0;16;Montenegro;Knez;ADIO;1;0;0;1;0;0;6;1;1;0;1;5;männlich;männlich;05.12.1967;NA;NA;NA;NA;NA;47,46338125;0;0;0;17.03.2015;67;20153Mne;0;1;1;0;0;138;138;0;2;2;0;25;0,6798;126;NA;101;1;39;2;2;13810;622159;6517,163752;17,28395062;1560000;2,507397627;24,63458361;160,7592877
207;170;37;2015;6;23.05.2015;0;9;Norwegen;Mørland & Debrah Scarlett;A MONSTER LIKE ME;4;0;0;0;0;0;2;2;1;1;1;1;Gruppe;gemischt;03.10.1980;20.07.1993;NA;NA;NA;NA;28,23682409;1;1;10;14.03.2015;70;20153Nor;1;0;1;0;0;182;182;0;4;4;0;9;4,5772;41;NA;15;1;39;3;0;625184,78;5188607;74355,51586;39,64497041;5361000;1,033225295;18,16422672;109,905197
52;2;50;2015;6;23.05.2015;0;18;Polen;Monika Kuszynska;IN THE NAME OF LOVE;5;0;0;0;1;0;5;1;0;1;2;3;weiblich;weiblich;14.01.1980;NA;NA;NA;NA;NA;35,35386721;1;0;0;09.03.2015;75;20153Pol;1;0;0;1;0;176;164;12;7;7;0;25;0,6798;126;NA;101;1;39;5;5;312680;37986412;12578,49547;27,39130435;77743000;2,046600242;23,80404163;143,3904315
92;21;71;2015;6;23.05.2015;0;20;Rumänien;Voltaj;DE LA CAPAT;3;0;1;0;1;1;5;5;5;0;5;0;Gruppe;männlich;24.05.1975;06.11.1985;07.01.1964;30.08.1977;NA;NA;39,65982204;1;1;11;08.03.2015;76;20153Rou;1;1;1;0;0;247;247;0;3;3;0;19,5;1,3462;101;NA;51;1;39;3;2;238400;19815616;8969,148921;13,71571072;9331000;0,470891241;21,43017564;116,0341126
548;254;294;2015;6;23.05.2015;0;25;Russland;Polina Gagarina;A MILLION VOICES;3;0;1;0;0;1;6;1;0;1;3;3;weiblich;weiblich;27.03.1987;NA;NA;NA;NA;NA;28,15605749;0;0;0;15.03.2015;69;20153Rus;1;0;0;1;0;231;222;9;9;8;1;2;2,3675;4;NA;29;1;39;9;4;17098250;144096870;9313,013625;13,55555556;33729000;0,234071705;24,52206368;156,7665611
99;13;86;2015;6;23.05.2015;0;8;Serbien;Bojana Stamenov;BEAUTY NEVER LIES;3;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;24.06.1986;NA;NA;NA;NA;NA;28,91170431;0;1;2;09.03.2015;75;20153Srb;1;0;0;0;1;166;166;0;6;6;0;7;1,1255;26;NA;61;0;39;4;4;88360;7095383;5588,980728;34;1132000;0,159540366;31,21022416;103,1417597
68;41;27;2015;6;23.05.2015;0;1;Slowenien;Maraaya;HERE FOR YOU;3;0;0;0;1;0;3;1;0;1;1;2;weiblich;weiblich;19.07.1984;NA;NA;NA;NA;NA;30,84188912;1;1;7;28.02.2015;84;20153Svn;1;0;1;0;0;297;297;0;4;4;0;13,5;6,2417;81;NA;11;1;39;3;4;20675;2063531;20881,76693;36,66666667;3022000;1,464480059;36,35971242;113,6504025
659;377;282;2015;6;23.05.2015;0;10;Schweden;Måns Zelmerlöw;HEROES;1;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;13.06.1986;NA;NA;NA;NA;NA;28,94182067;0;1;27;14.03.2015;70;20153Swe;1;0;0;0;0;315;314;1;18;16;2;1;20,1936;2,1;NA;3,4;1;39;3;1;447430;9799186;51545,48361;43,5530086;6482000;0,661483515;36,40228573;129,4305347
243;127;116;2016;7;10.05.2016;1;7;Armenien;IVETA MUKUCHYAN;LOVEWAVE;1;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;14.10.1986;NA;NA;NA;NA;NA;29,57152635;1;0;0;02.03.2016;69;20161Arm;1;0;1;0;0;236;231;5;6;6;0;2;5,5782;NA;1,01;23;1;20;1;0;29740;2936147;3591,828052;10,6870229;1260000;0,429133827;18,10620259;116,9754675
170;37;133;2016;7;10.05.2016;1;12;Österreich;ZOË;LOIN D'ICI;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;01.12.1996;NA;NA;NA;NA;NA;19,43874059;1;1;9;12.02.2016;88;20161Aut;0;0;1;0;0;245;223;22;17;13;4;12;1,2703;NA;2,1;101;1;20;2;1;83879;8736668;45276,83144;30,6010929;28121000;3,218732817;40,78057906;126,6614696
185;92;93;2016;7;10.05.2016;1;14;Aserbaidschan;SAMRA;MIRACLE;1;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;20.10.1994;NA;NA;NA;NA;NA;21,55509925;0;0;0;13.03.2016;58;20161Aze;1;0;0;0;0;222;222;0;15;13;2;7,5;4,4241;NA;1,16;29;1;20;2;1;86600;9757812;3880,738731;16,8;2249000;0,230481997;17,46328565;104,6523726
104;26;78;2016;7;10.05.2016;1;17;Bosnien-Herzegowina;DALAL & DEEN FEAT. ANA RUCNER & JALA;LJUBAV JE…;2;0;0;1;0;0;6;4;2;2;2;4;Gruppe;gemischt;05.08.1981;12.04.1982;12.02.1983;16.10.1986;NA;NA;32,91170431;1;0;0;19.02.2016;81;20161Bih;0;1;1;0;0;187;187;0;4;4;0;11;0,6383;NA;1,72;201;0;20;2;1;51210;3386263;4994,68904;21,42857143;778000;0,229751794;22,00036855;100,5249735
